,City          
1687,Dallas        
1688,Los Angeles   
1689,San Francisco 
1690,Miami         
1691,Seattle       
1692,Miami         
1693,Los Angeles   
1694,San Francisco 
1695,Atlanta       
1696,Dallas        
1697,New York      
1698,Miami         
1699,Seattle       
1700,Boston        
1701,Miami         
1702,Atlanta       
1703,Los Angeles   
1704,Boston        
1705,Chicago       
1706,Miami         
1707,Los Angeles   
1708,Houston       
1709,San Francisco 
1710,Houston       
1711,San Francisco 
1712,San Francisco 
1713,San Francisco 
1714,Atlanta       
1715,Seattle       
1716,Atlanta       
1717,Boston        
1718,New York      
1719,New York      
1720,New York      
1721,Atlanta       
1722,Atlanta       
1723,Chicago       
1724,Seattle       
1725,Boston        
1726,Boston        
1727,New York      
1728,Miami         
1729,Los Angeles   
1730,Boston        
1731,San Francisco 
1732,Houston       
1733,Miami         
1734,New York      
1735,Houston       
1736,Chicago       
1737,New York      
1738,Dallas        
1739,Boston        
1740,Dallas        
1741,Dallas        
1742,Boston        
1743,Chicago       
1744,Seattle       
1745,Seattle       
1746,Seattle       
1747,Boston        
1748,Houston       
1749,Dallas        
1750,Boston        
1751,San Francisco 
1752,Los Angeles   
1753,Los Angeles   
1754,Dallas        
1755,Miami         
1756,Boston        
1757,Seattle       
1758,Seattle       
1759,Dallas        
1760,Dallas        
1761,Chicago       
1762,Boston        
1763,Seattle       
1764,Houston       
1765,Houston       
1766,New York      
1767,Seattle       
1768,New York      
1769,Los Angeles   
1770,Boston        
1771,Miami         
1772,Dallas        
1773,Chicago       
1774,San Francisco 
1775,New York      
1776,Dallas        
1777,New York      
1778,Seattle       
1779,San Francisco 
1780,Houston       
1781,New York      
1782,San Francisco 
1783,Miami         
1784,San Francisco 
1785,Seattle       
1786,New York      
1787,Atlanta       
1788,Dallas        
1789,Houston       
1790,Los Angeles   
1791,Dallas        
1792,Atlanta       
1793,Houston       
1794,Dallas        
1795,Houston       
1796,San Francisco 
1797,Seattle       
1798,Los Angeles   
1799,Seattle       
1800,San Francisco 
1801,Miami         
1802,San Francisco 
1803,Seattle       
1804,Miami         
1805,New York      
1806,Miami         
1807,Boston        
1808,Boston        
1809,Houston       
1810,Los Angeles   
1811,San Francisco 
1812,Houston       
1813,Seattle       
1814,Boston        
1815,Miami         
1816,Houston       
1817,Boston        
1818,San Francisco 
1819,Miami         
1820,Atlanta       
1821,Los Angeles   
1822,Seattle       
1823,Boston        
1824,New York      
1825,Boston        
1826,Dallas        
1827,Seattle       
1828,Dallas        
1829,Miami         
1830,Miami         
1831,Atlanta       
1832,Miami         
1833,New York      
1834,Boston        
1835,New York      
1836,Chicago       
1837,Los Angeles   
1838,Miami         
1839,Chicago       
1840,Boston        
1841,Miami         
1842,Seattle       
1843,Seattle       
1844,New York      
1845,Houston       
1846,Miami         
1847,New York      
1848,San Francisco 
1849,Miami         
1850,Miami         
1851,Seattle       
1852,Atlanta       
1853,Houston       
1854,Dallas        
1855,Seattle       
1856,Seattle       
1857,San Francisco 
1858,San Francisco 
1859,Chicago       
1860,Chicago       
1861,Seattle       
1862,Atlanta       
1863,New York      
1864,New York      
1865,Chicago       
1866,Dallas        
1867,Seattle       
1868,New York      
1869,Chicago       
1870,Los Angeles   
1871,San Francisco 
1872,Houston       
1873,Dallas        
1874,Los Angeles   
1875,Chicago       
1876,Atlanta       
1877,New York      
1878,Dallas        
1879,Seattle       
1880,Atlanta       
1881,Chicago       
1882,Boston        
1883,San Francisco 
1884,San Francisco 
1885,New York      
1886,Los Angeles   
1887,San Francisco 
1888,Dallas        
1889,Los Angeles   
1890,Los Angeles   
1891,Los Angeles   
1892,Boston        
1893,Dallas        
1894,Houston       
1895,Atlanta       
1896,Houston       
1897,Los Angeles   
1898,Atlanta       
1899,San Francisco 
1900,Chicago       
1901,New York      
1902,Boston        
1903,Houston       
1904,Chicago       
1905,Dallas        
1906,Atlanta       
1907,Los Angeles   
1908,Boston        
1909,Chicago       
1910,Miami         
1911,Seattle       
1912,Miami         
1913,Miami         
1914,Los Angeles   
1915,Atlanta       
1916,Houston       
1917,Miami         
1918,New York      
1919,Chicago       
1920,Dallas        
1921,Houston       
1922,Dallas        
1923,New York      
1924,Dallas        
1925,Atlanta       
1926,Seattle       
1927,Los Angeles   
1928,Los Angeles   
1929,San Francisco 
1930,San Francisco 
1931,Seattle       
1932,New York      
1933,Los Angeles   
1934,San Francisco 
1935,San Francisco 
1936,San Francisco 
1937,Boston        
1938,New York      
1939,San Francisco 
1940,Boston        
1941,Atlanta       
1942,San Francisco 
1943,San Francisco 
1944,Boston        
1945,Chicago       
1946,New York      
1947,Dallas        
1948,Chicago       
1949,Chicago       
1950,New York      
1951,Chicago       
1952,Miami         
1953,Boston        
1954,San Francisco 
1955,San Francisco 
1956,Los Angeles   
1957,Dallas        
1958,Los Angeles   
1959,Houston       
1960,Boston        
1961,Atlanta       
1962,San Francisco 
1963,Seattle       
1964,Chicago       
1965,New York      
1966,Atlanta       
1967,New York      
1968,Miami         
1969,Dallas        
1970,Boston        
1971,Seattle       
1972,Boston        
1973,Atlanta       
1974,Chicago       
1975,Atlanta       
1976,Dallas        
1977,Dallas        
1978,Atlanta       
1979,Seattle       
1980,Atlanta       
1981,Chicago       
1982,Miami         
1983,San Francisco 
1984,Chicago       
1985,Miami         
1986,Chicago       
1987,Boston        
1988,Dallas        
1989,Atlanta       
1990,Chicago       
1991,Miami         
1992,New York      
1993,Boston        
1994,San Francisco 
1995,Los Angeles   
1996,Dallas        
1997,Houston       
1998,Miami         
1999,Houston       
2000,San Francisco 
2001,Seattle       
2002,San Francisco 
2003,Chicago       
2004,Dallas        
2005,Houston       
2006,Miami         
2007,Los Angeles   
2008,Houston       
2009,Atlanta       
2010,San Francisco 
2011,Seattle       
2012,Boston        
2013,Boston        
2014,Dallas        
2015,Miami         
2016,Dallas        
2017,San Francisco 
2018,Miami         
2019,Chicago       
2020,Boston        
2021,Chicago       
2022,Chicago       
2023,Houston       
2024,Boston        
2025,Los Angeles   
2026,San Francisco 
2027,San Francisco 
2028,Los Angeles   
2029,Miami         
2030,Boston        
2031,Los Angeles   
2032,Atlanta       
2033,Miami         
2034,Seattle       
2035,Chicago       
2036,Miami         
2037,Boston        
2038,San Francisco 
2039,Houston       
2040,Seattle       
2041,Houston       
2042,Atlanta       
2043,Seattle       
2044,Seattle       
2045,Houston       
2046,Dallas        
2047,San Francisco 
2048,Miami         
2049,Seattle       
2050,Seattle       
2051,Seattle       
2052,Boston        
2053,Houston       
2054,Seattle       
2055,Miami         
2056,New York      
2057,Chicago       
2058,Houston       
2059,Los Angeles   
2060,Miami         
2061,New York      
2062,Houston       
2063,New York      
2064,New York      
2065,Los Angeles   
2066,Seattle       
2067,Atlanta       
2068,Dallas        
2069,Chicago       
2070,Boston        
2071,New York      
2072,Boston        
2073,Boston        
2074,Seattle       
2075,Seattle       
2076,Atlanta       
2077,Miami         
2078,Chicago       
2079,Los Angeles   
2080,Miami         
2081,Chicago       
2082,Boston        
2083,Seattle       
2084,San Francisco 
2085,Houston       
2086,San Francisco 
2087,Boston        
2088,Atlanta       
2089,Dallas        
2090,Boston        
2091,Los Angeles   
2092,Chicago       
2093,Miami         
2094,Boston        
2095,Los Angeles   
2096,San Francisco 
2097,Dallas        
2098,New York      
2099,Miami         
2100,Chicago       
2101,New York      
2102,Miami         
2103,Boston        
2104,Atlanta       
2105,Dallas        
2106,Boston        
2107,Atlanta       
2108,Seattle       
2109,Chicago       
2110,Atlanta       
2111,Houston       
2112,Boston        
2113,Atlanta       
2114,Chicago       
2115,Chicago       
2116,Seattle       
2117,Los Angeles   
2118,Boston        
2119,Chicago       
2120,Boston        
2121,Houston       
2122,San Francisco 
2123,Chicago       
2124,Dallas        
2125,New York      
2126,Chicago       
2127,Boston        
2128,Houston       
2129,Miami         
2130,Houston       
2131,San Francisco 
2132,Houston       
2133,Dallas        
2134,Dallas        
2135,Boston        
2136,Los Angeles   
2137,Los Angeles   
2138,Miami         
2139,Atlanta       
2140,Boston        
2141,New York      
2142,Boston        
2143,Chicago       
2144,Boston        
2145,Miami         
2146,San Francisco 
2147,New York      
2148,Chicago       
2149,Dallas        
2150,Miami         
2151,Atlanta       
2152,Dallas        
2153,New York      
2154,Atlanta       
2155,Chicago       
2156,Miami         
2157,Seattle       
2158,Chicago       
2159,Houston       
2160,Los Angeles   
2161,Dallas        
2162,Chicago       
2163,Los Angeles   
2164,Seattle       
2165,Los Angeles   
2166,Los Angeles   
2167,Houston       
2168,Chicago       
2169,San Francisco 
2170,San Francisco 
2171,San Francisco 
2172,Chicago       
2173,Los Angeles   
2174,San Francisco 
2175,Los Angeles   
2176,Dallas        
2177,Houston       
2178,New York      
2179,San Francisco 
2180,Chicago       
2181,Los Angeles   
2182,Houston       
2183,San Francisco 
2184,Dallas        
2185,Houston       
2186,Seattle       
2187,Chicago       
2188,Houston       
2189,Seattle       
2190,Chicago       
2191,Seattle       
2192,New York      
2193,San Francisco 
2194,Seattle       
2195,Boston        
2196,New York      
2197,New York      
2198,Seattle       
2199,Seattle       
2200,Boston        
2201,Seattle       
2202,Atlanta       
2203,Los Angeles   
2204,Dallas        
2205,Boston        
2206,Dallas        
2207,Atlanta       
2208,New York      
2209,New York      
2210,San Francisco 
2211,Dallas        
2212,Atlanta       
2213,San Francisco 
2214,Dallas        
2215,Dallas        
2216,Chicago       
2217,Boston        
2218,San Francisco 
2219,Miami         
2220,San Francisco 
2221,Miami         
2222,Los Angeles   
2223,Boston        
2224,New York      
2225,Dallas        
2226,Atlanta       
2227,Seattle       
2228,Boston        
2229,Miami         
2230,Los Angeles   
2231,Dallas        
2232,Atlanta       
2233,Houston       
2234,San Francisco 
2235,Dallas        
2236,Seattle       
2237,Los Angeles   
2238,Houston       
2239,Chicago       
2240,Houston       
2241,Seattle       
2242,Atlanta       
2243,Seattle       
2244,New York      
2245,Dallas        
2246,Seattle       
2247,Los Angeles   
2248,Atlanta       
2249,Boston        
2250,Seattle       
2251,Dallas        
2252,San Francisco 
2253,San Francisco 
2254,Boston        
2255,Houston       
2256,Chicago       
2257,Houston       
2258,Miami         
2259,Los Angeles   
2260,Los Angeles   
2261,Dallas        
2262,Seattle       
2263,Chicago       
2264,New York      
2265,Boston        
2266,New York      
2267,Atlanta       
2268,Atlanta       
2269,New York      
2270,Chicago       
2271,San Francisco 
2272,New York      
2273,Chicago       
2274,Chicago       
2275,Seattle       
2276,Dallas        
2277,Houston       
2278,Chicago       
2279,Chicago       
2280,Miami         
2281,Seattle       
2282,Seattle       
2283,Boston        
2284,New York      
2285,Los Angeles   
2286,Dallas        
2287,Houston       
2288,Atlanta       
2289,Dallas        
2290,Seattle       
2291,Houston       
2292,Chicago       
2293,Houston       
2294,Chicago       
2295,Los Angeles   
2296,New York      
2297,Miami         
2298,Miami         
2299,Atlanta       
2300,San Francisco 
2301,Boston        
2302,Dallas        
2303,Chicago       
2304,Dallas        
